_date_	fexp1f	fexp2f	fexp3f	fexp4f	fexp5f
2006-01-01	0.047924911352227968	0.24639955976403932	0.43032645923453864	0.3233197161553978	-1.2632981897220664
2006-02-01	0.1549099722555727	0.75044924053260016	0.65825428434797784	-0.15825652606072448	-1.4835304292776892
2006-03-01	0.53673170498027664	0.96067524328507952	1.3988798167147476	-0.21528961850891704	-1.331628353750512
2006-04-01	0.44866187906500376	0.097099457881554928	0.79409972835493088	-1.4885956839372538	-1.2748939214198032
2006-05-01	0.54398664151395704	0.25479939886402796	0.75637954891710496	0.4111742303113148	-1.198301348488751
2006-06-01	0.58113457921599224	0.57336818473701904	0.1114680819555949	0.23122104424260288	-1.0484760548511974
2006-07-01	0.71667217328116416	0.033321942333258796	0.92374764617107968	-0.61754218251223272	-0.3440609219622564
2006-08-01	0.54200613996736744	0.20131018548357888	0.7023310730029124	0.41103291062088712	-0.4787618441864072
2006-09-01	0.289057581916292	0.12239850597693946	0.12762006417212668	-0.34762340456842988	-0.18160794547807092
2006-10-01	0.55079182427986328	0.4670863212323144	0.7603665113090208	0.54622845302826336	-0.42315601395913096
2006-11-01	0.35613937434843816	0.1629450059424	0.2431691966992694	-0.4672662585759908	-0.034403150885345768
2006-12-01	0.59716808888440776	0.29397647712776916	0.74298866007840624	0.35699811550788268	-0.059720604528606376
2007-01-01	0.50307050261354448	0.4820889233009096	0.14444897929365524	0.19831392235938808	0.24622475165499484
2007-02-01	0.6427567652457364	0.04835782371356152	0.51995373503694744	-0.15937134801993668	0.4254453582959776
2007-03-01	0.38237966529674416	-0.1354443633134671	0.16264307768294304	-0.066712038119255152	0.10217718592167322
2007-04-01	0.16928704693253772	-0.062976047950840736	0.034367275692777104	0.18409732349512812	-0.20478999501493804
2007-05-01	0.0027574494078591616	-0.19526956349072176	0.0042877698362947008	-0.1980162818246236	-0.20747117585522828
2007-06-01	0.034122053382028896	-0.014067484506544734	-0.040075293610369656	0.13472613388413022	-0.00031127890020035688
2007-07-01	0.26745414375925904	0.55198997968577344	0.029229232386485712	0.571458664014282	-0.17337876619578574
2007-08-01	0.61406069456286936	0.56735359490182144	0.49713313438683712	-0.039052385119910824	-0.028758217005214916
2007-09-01	0.65733534527585368	0.24183139778195064	0.8833753849182992	-0.26274593734534996	0.0087140827374356528
2007-10-01	0.53551027585079528	0.3650902638642804	0.67299251577130816	0.28098468545620652	-0.026794493151855572
2007-11-01	0.54800776719377144	0.62170100958029832	0.6668759036298316	0.061938798835102248	-0.32984361994066392
2007-12-01	0.30970432928075912	-0.25674307914553424	0.56806902965935048	-0.9854900242689768	-0.2286842250466284
2008-01-01	0.1479500266679683	-0.15896708438022478	0.34997604952520156	0.40812858545063616	-0.56423540220113896
2008-02-01	0.24781863500343428	0.69401232748245592	-0.14205080880299218	0.61722863518006864	-0.44837588256920688
2008-03-01	0.4618800026207476	-0.038944462582531408	0.35815719375560172	-0.74263061665530816	0.13232397029514886
2008-04-01	0.64374727095268448	0.63503070078619576	1.0001400676887978	1.2806346026624104	0.075045406409407232
2008-05-01	0.32220665570048584	0.5400824426420592	0.28877129092853992	-0.74427551458502256	0.34700334500697628
2008-06-01	0.049987829820664232	-0.79533761841434464	0.66398538898311864	-1.2103900282819934	0.87149844837054832
2008-07-01	-0.52715395561117616	-0.26626220739249796	-0.50697198694844888	0.89646407484367936	0.40372205907251056
2008-08-01	-0.68467049589086816	-0.1867596640564556	-1.007142422703153	-0.37792045019770184	0.93531790553063936
2008-09-01	-0.37887235751194336	0.067327446943871552	0.19003852701642628	0.4035379926240216	0.39459535691509928
2008-10-01	-0.96284208021949136	-0.57793823787914112	-0.58275355045667456	-1.0474112076928646	0.60428726044548984
2008-11-01	-1.8982078579934864	-2.1954413611644352	-0.92285911403388496	-1.7873888125328124	0.63473193438254416
2008-12-01	-3.2129701250495836	-2.4756993463548668	-2.631791490042522	-0.30746165288898104	0.13215478988528406
2009-01-01	-4.438396764512928	-3.393461368104356	-4.3154438054731704	-1.5864250294096926	0.29925224253915996
2009-02-01	-5.3339866870019152	-4.225288556571628	-4.8963931398723408	-0.9664185009011376	0.1141059601051474
2009-03-01	-5.8557589126056992	-3.2609206948239568	-5.9521182010979048	0.590706811146368	0.041127086626622896
2009-04-01	-5.6760206624783536	-3.2247266353120536	-6.176704495855636	-1.1202456795986376	0.14794660968616636
2009-05-01	-5.2979841566737792	-3.472000686845496	-5.3675263634021528	-0.47318678230220832	0.040770210901517112
2009-06-01	-4.9766246129266368	-2.4523480031534724	-5.3182427607462136	0.73053595437902544	-0.83089528478807056
2009-07-01	-4.3864171637464632	-2.06689531557987	-4.4466814792406432	-0.6558758300950904	-0.29786527337506796
2009-08-01	-3.8737095685097512	-2.1922766614328376	-3.6006211370770496	-0.4779768483526004	-0.095300009032582512
2009-09-01	-3.817679208702348	-2.311442251833958	-4.1014280336420072	-0.3688822937627776	0.75408099123802592
2009-10-01	-3.2191883356471556	-1.503470264600677	-3.6014558200884192	0.73839774918016672	0.79387969633257264
2009-11-01	-2.277990406025908	-0.34459398123889872	-2.9425018083345712	0.98593423759787408	1.0314956578404362
2009-12-01	-0.83036750930423328	0.62669361479705712	-1.227751392465572	0.96979323587523584	1.4043679105099032
2010-01-01	0.25521432949326172	1.1205463079570892	0.11863909511728754	0.560636034901692	1.6473180087120476
2010-02-01	1.1594046931209828	1.5063647441893028	1.336913634750618	0.73628593555208	1.6924460404455154
2010-03-01	1.9401117728225052	2.3050941642522068	2.0805632270278972	0.97633715251874544	1.474012844932858
2010-04-01	2.1937644091698572	1.7521593705212294	2.7358527544867856	-0.11102349645492304	2.3234161466819508
2010-05-01	2.5310794351929728	1.9981167463929756	3.103917960228466	1.1380747784737502	2.2124212586412176
2010-06-01	2.311077620451524	2.075188284191766	2.4487922557937432	0.03967560065459716	2.0980625067383192
2010-07-01	2.4216882600501804	1.3172574784287452	2.853317049205052	-0.044321800353509144	1.185868083319113
2010-08-01	2.1548130498151132	1.608117346092178	2.4066683918106704	0.570464766518364	0.52329024135932288
2010-09-01	1.9767583609935676	1.3110953765229294	2.2638254367002556	-0.34138935784133588	0.14889650185709774
2010-10-01	1.926614640105418	1.1073821337490322	2.3964149777806168	-0.015899602199406524	-0.13660607353358794
2010-11-01	1.8596940417239504	1.6544728243961742	2.2026833513386944	0.55937062459479112	-0.44283240312441712
2010-12-01	1.8347754770940696	1.3673127984051634	2.5232403215717724	-0.29386481157731004	-0.21643196321348784
2011-01-01	2.1528124370632388	2.0446000402582488	3.0413097983752516	0.7051238435167132	-0.48067436001828488
2011-02-01	2.0944727506387852	1.9914446499892656	2.645872739168344	-0.5651845294983556	-0.37372564954767952
2011-03-01	2.099360461576692	1.0130127054911508	3.0188503762166064	-0.63017408347502288	-0.33871192274175412
2011-04-01	1.7158757721546544	1.043771585922013	1.9037958236819012	-0.1978091425125392	-1.039160174239226
2011-05-01	1.4339755333854142	0.78096396449626352	1.5663229904864424	-0.4335972461752508	-0.99900786362396656
2011-06-01	1.2810313662503532	0.32706466874046956	1.41719606296231	-0.25056173350442012	-0.95693497708834864
2011-07-01	1.02114741990611	0.60209073365525224	1.0921894809495314	0.0038871015830290696	-0.38239204572959688
2011-08-01	1.1114797688640548	0.97810571744067648	1.1584632293371408	0.3361560929252066	-0.51981589685488272
2011-09-01	1.2166085798429102	0.85191211688402704	1.324904123999834	-0.41738723720171608	-0.1335987324289773
2011-10-01	1.0425334859490356	0.37606655382308936	1.3307749206298474	-0.5024616584854504	-0.10154907225070084
2011-11-01	0.63288252577824088	0.20651771136914044	0.88671975835596224	-0.095312911563381504	-0.21800831668104176
2011-12-01	0.26778699322881176	0.037667118591675448	0.5168319608706388	-0.47810684145075448	-0.42689639068675272
2012-01-01	-0.095570685886599072	-0.28436278816894124	0.2824573796851294	-0.524459192390348	-0.49377066664282264
2012-02-01	-0.43813938102134168	-0.44080704828739832	-0.18600025346216992	-0.18596146935388124	-0.49021911881680112
2012-03-01	-0.73804462254762496	-0.507687487576586	-0.45662607470220632	-0.3103643489960858	-0.50458039649648744
2012-04-01	-0.964603640995404	-0.63195142650569128	-0.53006177776410592	-0.2056337706918128	-0.38552122421511456
2012-05-01	-0.96249031133962144	-0.23019100232702948	-0.66747322599996616	0.18525367244678964	-0.52175147902406584
2012-06-01	-0.67511956070359728	0.17486074055707548	-0.54191252725400528	-0.02268822142626762	-0.3163044785705192
2012-07-01	-0.34942699681116864	0.03714752509312764	-0.15040896990179922	-0.2486094101652636	-0.3368503371139648
2012-08-01	-0.13950850870387476	0.15702560587198624	0.08236752280606168	0.037406730667086816	-0.12386329336165236
2012-09-01	-0.24787529732082268	-0.22109281876814776	-0.16418546415580068	-0.61919371705648008	-0.081071943480762192
2012-10-01	-0.24859808141128968	-0.11458255469771374	0.11575749685008852	0.27672732336629848	-0.21143805818103888
2012-11-01	-0.56141568571990864	-0.288776044483391	-0.35800820855924588	-0.5034818333299592	-0.29341546308264244
2012-12-01	-0.59834034639800856	-0.38009268258675496	-0.040930234775936512	-0.22209962362996336	-0.40885238853813808
2013-01-01	-0.69900131214065544	-0.036216074804954768	-0.45102023568467096	0.17616226710821312	-0.4858561881390212
2013-02-01	-0.54843828163439448	0.033836230129792164	-0.1453399611020549	-0.24464142247232232	-0.50314165404035384
2013-03-01	-0.34951780604332272	0.097055171240578976	0.0096226453942022944	-0.2602279372946432	-0.53885800787663992
2013-04-01	0.079048440092302592	0.87917683661601552	0.32245443859584312	0.5751904636089796	-0.5971845789829748
2013-05-01	0.4335185254882072	0.69763804497744864	0.53692456663500296	-0.617679021920686	-0.47319461126136096
2013-06-01	0.61362187945902904	0.32074787227112332	1.1613740599786416	-0.49343879432083096	-0.57352722308058904
2013-07-01	0.092167161120450208	-0.2203575960344904	0.35422811265826332	-0.74584997324470384	-0.72353128822430192
2013-08-01	-0.12087211559378744	-0.30828104520680712	0.151344086274053	-0.22131221567241144	-0.9191631515814152
2013-09-01	-0.19229375759350888	0.20626044624926252	-0.1913588371961456	0.2134616452108166	-1.006867733595482
2013-10-01	0.04254985073737652	0.099207526723646272	-0.022961311728183652	-0.44412562146453336	-0.67736086329714096
2013-11-01	0.11658286855927898	-0.28707947809519228	-0.047711858392834288	-0.3844537214121248	-0.12852414234486854
2013-12-01	0.14892139830591674	-0.11968751574493736	-0.4491577989629216	0.4024637283742248	0.0083305982758824784
2014-01-01	0.32945175270928844	0.10571014308058646	-0.36240467053118832	0.25045082608997588	0.062566634592258944
2014-02-01	0.56888400602797608	0.14797846929466102	0.15698890101052356	0.17164594717327896	0.10065019907233802
2014-03-01	0.38934433434028304	-0.2296765726527386	0.14246038017819166	-0.1790369412242754	0.5012894117920508
2014-04-01	0.1731843091515122	-0.45739297278903736	-0.21770937036077448	-0.068762347200391872	0.33300277956501816
2014-05-01	-0.034426288199658156	-0.35439828040717964	-0.59249142977991528	0.25722653358606012	0.3730808406203972
2014-06-01	-0.057944698335848312	-0.38134505938368	-0.55798106942760896	0.35411112493890388	0.13116408040794902
2014-07-01	0.24429250989055416	0.42539110259183168	-0.0019825398735202892	0.90541685105305296	0.21102204178655864
2014-08-01	0.33374063635437588	0.22086744846793496	0.027105150893893356	-0.39177809763316504	0.4297542867315396
2014-09-01	0.67377350608855336	0.36417266595362504	0.73625960398349696	0.60715238973442632	0.34776545654972808
2014-10-01	0.56823074740379224	0.52422284485579104	0.28574181178074808	0.15922820121785856	0.27599073510350012
2014-11-01	0.75535583244155952	0.39834787502755856	0.99457388615909712	0.022108255900239468	0.14307463477204338
2014-12-01	0.59882085636163128	0.48741390284515656	0.858882784159776	0.1500628275287036	-0.12023798095559248
2015-01-01	0.27877380779055484	-0.13045772553900628	0.60501322416994776	-0.67243494332652344	-0.1281021452196805
2015-02-01	0.14097428043660846	-0.060562192822276544	0.34114250440738324	0.3029646321902074	-0.23606420619364844
2015-03-01	0.36684948587462728	0.95461039452001552	0.26158940329986464	0.94145963080255776	-0.60466462094522592
2015-04-01	0.80609821189084624	0.84734116009433056	1.0807000684865686	-0.21659485277390396	-0.31321780664272732
2015-05-01	0.83364448680752768	0.26293290434837164	1.3845036541037282	-0.46861882481616552	-0.3076671474128138
2015-06-01	0.62234150325838448	0.50207074568573496	0.83479587219837296	0.44763678613078448	-0.1828299914585224
2015-07-01	0.71078932787758096	0.72202980970539376	0.725068878014924	0.27950690400246208	-0.20957676845429596
2015-08-01	0.64129247166537792	0.12155837488555588	0.89335966110584256	-0.52749111914738992	0.23308692199840588
2015-09-01	0.43593594302861264	0.061234315077638904	0.61625416107725032	0.31171565214172908	0.13850753607229394
2015-10-01	0.2468213789592266	0.14157216766363564	-0.009284379604405424	0.062502679730247536	0.2353564914288384
2015-11-01	0.50118192271870368	0.34354959705882276	0.35298928742917768	0.45907085913966104	-0.01867890848518078
2015-12-01	0.606210973209984	0.38590688275408464	0.29018501333532056	0.087426027021039904	-0.050599041538071264
2016-01-01	0.76543183948350096	0.2581174151332352	0.57348888501097672	0.043325384302709904	0.21534615872062812
2016-02-01	0.76988564821445232	0.25258197231998936	0.31325592773212596	0.20730042490733844	0.442433412160964
2016-03-01	0.56729946473538296	-0.32001810599058172	-0.080643853343248304	-0.34427559458893316	0.67012660812628024
2016-04-01	0.5799615310804024	-0.021238358308545648	-0.0555613004618892	0.77563683378569856	0.5666794739821284
2016-05-01	0.58578813723104016	0.42195056318726056	-0.14577189320313174	0.35868543588482	0.44493950990855248
2016-06-01	0.74877990982531568	0.059041178378807936	0.4514606682909136	-0.32418765559941336	0.52387363058214176
2016-07-01	0.2677373752578328	-0.77427466110209936	-0.15646304862488402	-0.70206984537857928	0.4956604286778484
2016-08-01	0.22179994278803996	-0.06222102517728048	-0.3884516332171564	1.2001268475247942	0.27093537674872664
2016-09-01	0.22958990360891964	0.059235799519193376	-0.75375339276818944	-0.0090863319112867008	0.73959409468692496
2016-10-01	0.56187050281793416	-0.2912055704924492	0.0035331698820931652	0.061651573682867224	1.037738812106369
2016-11-01	0.5208853124567772	0.25090788836690048	-0.33132018382142764	0.86385524283802688	0.8163669360355352
2016-12-01	0.7370713867649048	0.2442648545502828	-0.055634448763875592	0.051500376129823336	0.8033241540151032
2017-01-01	1.17444612643837	0.87539723828382736	0.87933852092217344	0.848954733697772	0.29051801788988528
2017-02-01	1.1688471400944966	0.7916388405718648	0.87447780653264448	-0.21906445291201	0.19829186978880476
2017-03-01	1.4123336568366484	0.91639177024680448	1.7965987068355944	0.32790044721808032	0.2443070204846946
2017-04-01	1.0054261891587688	0.33231340677349476	0.71880077132532064	-0.87961941371202416	0.51455239822862976
2017-05-01	1.1572140843745038	0.49421789533130968	0.90699985840740432	0.67595930798576832	0.60925048663318672
2017-06-01	1.0561402663029998	0.6635733612814856	0.196330696410329	0.26061718556892312	0.67430013041677584
2017-07-01	1.2432207420425648	0.30566386612782216	0.9441732255279584	-0.077973345285563056	1.159979048426022
2017-08-01	1.0771629226120074	0.49445354202219696	0.70085547188179568	0.6277143114539904	1.256957740425897
2017-09-01	1.1173590210712602	0.74403362148123072	0.64624185027829792	0.38368078699497376	1.1767106709916796
2017-10-01	1.1957296845891534	0.69560868254490264	1.0741498954874142	0.2301499218499238	1.0937642869233
2017-11-01	1.0669821969400052	0.5013045611702972	0.98181472935611488	0.06787651243489784	0.84779835670609456
2017-12-01	0.74987204557676432	0.26289583540804644	0.84890985670866368	-0.12179980668305232	0.8226307194670888
2018-01-01	0.56765542525376944	0.26954072557548912	0.53442249615312144	0.22817089852582744	0.79982474857845136
2018-02-01	0.38619135217026792	0.19358863646497404	0.30034190264457772	-0.050268154101464664	0.839684957043032
2018-03-01	0.32347504146924248	-0.19696323488356608	0.015576125236930762	-0.069550018998424056	0.92214739626071136
2018-04-01	0.22471069164383868	0.16094979302915668	0.084301904021183312	0.82359466655842976	0.75380239960883184
2018-05-01	0.15505197631589218	0.034094875402510364	-0.036237777360594528	0.015602486314241452	0.84298362417087808
2018-06-01	0.080457531542298784	-0.15208428498477968	0.26471507797899328	-0.022206797905859896	0.85516330619517008
2018-07-01	0.0040673718553815992	0.24775981803061776	-0.00054069914294052616	0.72933474134260064	0.43805512151348616
2018-08-01	0.02061936489006684	0.27032525587513452	0.2034922597892452	-0.070983462229778152	0.25643001750032272
2018-09-01	-0.16172603214021724	-0.4682712553848832	0.2003698561093586	-0.72805174452661904	0.43200058086176776
2018-10-01	-0.279955700887577	-0.055302296209764072	-0.2659165062262634	0.65942195018052496	0.0933837989467212
2018-11-01	-0.3476565827415502	-0.16924514473614894	-0.7739160421366064	-0.22487456755979964	0.42728055425733992
2018-12-01	-0.17518634454642698	-0.58828733929051648	-0.35541193950209928	-0.11433720124263386	0.46602355438665856
2019-01-01	-0.42322787678047792	-0.54471723305472496	-0.920124583182048	0.25486800103804948	0.3690766959065608
2019-02-01	-0.33419991974236148	-0.3700972802850728	-0.77334833113314144	0.42793974404884112	0.30485238672206312
2019-03-01	-0.30888423354862244	-0.32182704972642784	-0.61090341804148648	0.10335218683723988	0.40177128651982176
2019-04-01	-0.15148365468909262	-0.16297849865427954	-0.44614351957897272	0.29831296012101432	0.22051514641878336
2019-05-01	-0.12726207435469428	0.049166441777551056	-0.2040600081184822	0.25168920311012388	0.076895539885688752
2019-06-01	-0.1077376840860749	-0.11589334158902458	0.058420406604768952	-0.21960101914611532	-0.19570539033057284
2019-07-01	-0.20850704559913372	-0.035924931437191068	0.15296986193436202	-0.073042849786522272	-0.070316793950259888
2019-08-01	-0.4064273251536576	-0.42264998103804576	-0.3368879488995868	-0.3995750812985788	0.030543971866145476
2019-09-01	-0.3074104279274938	-0.051322756785432352	-0.18027884344268516	0.6156186194943176	0.048501613194937136
2019-10-01	-0.32228923834609428	0.063433328005086592	-0.3595829262205348	0.030713235161205936	0.15527564045169834
2019-11-01	-0.13594975563733976	-0.14093676875441208	0.040105811732684224	-0.082796059443469648	0.55186068845075432
2019-12-01	-0.18475508556480484	0.056684512128331696	-0.22911339806653668	0.362383975498646	0.64666209774817344
2020-01-01	-0.16678151037578546	-0.062429137872133752	-0.26900922113795588	0.018897926643055808	0.89641021062067952
2020-02-01	-0.15166273914770718	-0.10195751953397094	-0.10265158672249638	0.010131383591376114	0.62507830905741624
2020-03-01	-2.9484188979066328	-3.4046526139247996	0.46567389495259248	-2.6453487732222736	0.39708366119991664
2020-04-01	-14.106442549404688	-13.163200994177072	5.8768376703869152	-5.0711404659807592	0.83205643784520288
2020-05-01	-26.252575674505056	-9.9828604157146096	5.4309674497996904	4.686236545068628	-0.42982692599532248
2020-06-01	-30.775286344231888	5.0870700349305328	-1.0255303405069168	2.9240199524744848	-1.5768696646509434
2020-07-01	-22.549027412628856	9.6493395093705616	-3.2095663733607932	-2.3030616271917808	-1.1075603415934108
2020-08-01	-14.297350668610582	4.898037098598952	-1.3726223171091738	-4.3123645774141256	-1.0745792619792524
2020-09-01	-11.07567252239048	0.1302494105099106	1.1092212891459658	-0.96187311587345408	-0.92936945480691472
2020-10-01	-11.572214568073032	0.53113784165795376	1.8475799477976472	-0.5747907499598204	-0.18352154758353256
2020-11-01	-12.109410844105926	1.6850107574270632	2.6035669320845508	-1.2599565080759624	0.072120712251392048
2020-12-01	-11.574000196348174	2.3659706413250712	2.2941918501901812	-0.89012941831923104	-0.24858194404692924
2021-01-01	-11.852029969640106	1.0681158448902346	2.3880502826507664	-2.6388804343200332	-0.16672499347585212
2021-02-01	-12.540224046329094	0.23172076615934652	3.0135949966578484	-0.46691809247521368	0.16221227193800792
2021-03-01	-10.471895117152946	5.5237483562154016	1.5935849889008504	2.6869445843135452	0.23972479761201316
2021-04-01	1.0219722500569354	15.619196911421012	-3.1131117266548228	3.4083275649863384	0.2993674434540442
2021-05-01	14.0811687088507	12.053353292535026	-3.3064412406077536	-6.137185971253332	1.3140852054125704
2021-06-01	19.976414417333272	-2.2848865035216052	1.7105434873144232	-3.7503730652635056	2.387092184410168
2021-07-01	14.083421793323448	-7.333625506945096	2.699642120445792	0.94400908714489712	1.6342619078203046
2021-08-01	8.0462960342671696	-3.351745582895404	1.1436066251905326	3.3622665749881448	1.2203106988401418
2021-09-01	6.2637122888264016	1.00642089725614	-1.1601466799817186	0.79959898028158176	0.46248169694651928
2021-10-01	7.759769481093896	0.25435287914900844	-1.6362504602222646	-0.48086851570629832	-0.37456632082880304
2021-11-01	9.2282234119378416	-0.64619332246575568	-2.1103844048985852	1.0522066175474454	-1.0214361634402098
2021-12-01	9.2630893354845984	-1.4867110128683914	-1.8007951379172218	0.57622967545945448	-0.85937663708711328
2022-01-01	9.5438525359016656	-1.0952886526361856	-1.0543426045636162	1.6166555451292548	-1.037888750878556
2022-02-01	10.097922581692274	0.26959734447622828	-1.9928934294288108	0.4929701700999892	-1.6974595932380908
2022-03-01	10.685437400766246	-1.4908485861153808	-1.9179931317234608	-0.95575998945949776	-2.0085999767420292
2022-04-01	10.971069410361544	-2.2637348065543484	-2.3517217798631952	0.96105611036019584	-2.85428194535764
2022-05-01	10.347557709549792	-1.6857114624804316	-2.0998690076047192	1.0920631352295072	-2.9611170551787972
2022-06-01	9.1597730249327392	-2.5044173627455696	0.074149522271104832	0.69730632623715624	-2.8383892505346628
2022-07-01	6.9008896039881736	-2.166357814594618	1.201110493430988	0.58321108268341096	-2.6713452971962148
